triplet,A,B,C,cos1,cos2,cos_AC,tjs_log,prod,penalty_term,neg_count,bridge_novelty,TJS_AC,outlier_flag,z_tjs,novelty,metal,is_TM,z_prior_M,z_prior_OH,mTJS2
vanadium doping of prussian blue -- stability -- under basic conditions,vanadium doping of prussian blue,stability,under basic conditions,0.04446982592344284,0.3264894485473633,0.05516203120350838,3.336340055109239,0.0355668926662824,0.0,0,0.9448379687964916,3.1523007608837883,0,-1.837591985796449,0.9448379687964916,vanadium,True,0.039595219914596115,-0.1598479522471041,-1.9981734743379127
molybdenum addition to prussian blue -- stability -- in alkaline solution,molybdenum addition to prussian blue,stability,in alkaline solution,0.027644505724310875,0.1475195735692978,0.31247442960739136,4.177532081693506,0.015336309660664784,0.0,0,0.6875255703926086,2.87216012729975,0,0.28230703660644724,0.6875255703926086,molybdenum,True,-1.6631954457645854,0.6448886953714026,-2.0767508118656197
gold incorporation in prussian blue -- stability -- at high ph,gold incorporation in prussian blue,stability,at high ph,0.02392442896962166,0.1816275268793106,0.10392646491527557,4.067336622810302,0.01712293265819873,0.0,0,0.8960735350847244,3.644632705981192,0,0.004602020180757247,0.8960735350847244,gold,True,-0.41304192156975666,-0.9264859029108978,-2.211210677325103
magnesium incorporation in prussian blue -- stability -- at high ph,magnesium incorporation in prussian blue,stability,at high ph,0.013372628018260002,0.1816275268793106,0.13124039769172668,4.221347930572286,0.014678845099712071,0.0,0,0.8687596023082733,3.6673365493688315,0,0.392727930134225,0.8687596023082733,magnesium,False,-0.8305661146026183,-0.6338523458928127,-2.2191828179102306
vanadium addition to prussian blue -- stability -- in alkaline solution,vanadium addition to prussian blue,stability,in alkaline solution,0.06948807090520859,0.1475195735692978,0.24072396755218506,3.746456330526155,0.023601232811814817,0.0,0,0.7592760324478149,2.8445944983808986,0,-0.8040525990072852,0.7592760324478149,vanadium,True,-1.6600066915732705,1.2021710129992471,-2.320809462654956
cesium addition to prussian blue -- stability -- in alkaline solution,cesium addition to prussian blue,stability,in alkaline solution,0.02118721604347229,0.1475195735692978,0.2367023229598999,4.264359619508175,0.01406086855649212,0.0,0,0.7632976770401001,3.2549757916341955,0,0.5011222496778086,0.7632976770401001,cesium,False,-1.475189267933098,-0.019537574421949623,-2.478562647821312
radium incorporation in prussian blue -- stability -- at high ph,radium incorporation in prussian blue,stability,at high ph,0.03159801661968231,0.1816275268793106,0.08495412021875381,3.9685750085201166,0.018900346787873896,0.0,0,0.9150458797812462,3.631428210149157,0,-0.24428841502086873,0.9150458797812462,radium,False,-0.145200823189811,-1.344776241120781,-2.551854423081662
platinum incorporation in prussian blue -- stability -- at high ph,platinum incorporation in prussian blue,stability,at high ph,0.027417466044425964,0.1816275268793106,0.1402357667684555,4.021167549436319,0.01793201619713339,0.0,0,0.8597642332315445,3.4572560348366856,0,-0.11174926515914249,0.8597642332315445,platinum,True,-0.47336048544729636,-1.0873566802690202,-2.6895052564572657
strontium incorporation in prussian blue -- stability -- at high ph,strontium incorporation in prussian blue,stability,at high ph,0.0905291736125946,0.1816275268793106,0.09629232436418533,3.4249648554733403,0.03255042493827856,0.0,0,0.9037076756358147,3.095167028674166,0,-1.6142474678801346,0.9037076756358147,strontium,False,0.6003883468707173,-1.5577744631940846,-2.750132468929827
potassium incorporation in prussian blue -- stability -- at high ph,potassium incorporation in prussian blue,stability,at high ph,0.04787951335310936,0.1816275268793106,0.1918429732322693,3.7866426973739293,0.02267158961013118,0.0,0,0.8081570267677307,3.0602019037414547,0,-0.7027784105910609,0.8081570267677307,potassium,False,-0.27804929122925554,-1.0215545324717843,-2.7912087917572483
rubidium incorporation in prussian blue -- stability -- at high ph,rubidium incorporation in prussian blue,stability,at high ph,0.0013456903398036957,0.1816275268793106,0.08679337799549103,4.431798958381277,0.011893075269319639,0.0,0,0.913206622004509,4.047148156186467,0,0.9230883163679545,0.913206622004509,rubidium,False,-1.183444730567299,-1.0452006458395093,-3.0116021135259077
rhodium incorporation in prussian blue -- stability -- at high ph,rhodium incorporation in prussian blue,stability,at high ph,0.02783629111945629,0.1816275268793106,0.1454201489686966,4.015772174809863,0.018029027613457708,0.0,0,0.8545798510313034,3.431797986924666,0,-0.12534621928454626,0.8545798510313034,rhodium,True,-0.9501688316749468,-0.757440110339713,-3.1618440481440095
calcium incorporation in prussian blue -- stability -- at high ph,calcium incorporation in prussian blue,stability,at high ph,0.046313121914863586,0.1816275268793106,0.21680043637752533,3.8027753937438464,0.022308770235165386,0.0,0,0.7831995636224747,2.978332028934465,0,-0.6621221915798313,0.7831995636224747,calcium,False,-0.5715724855465957,-1.176743874179388,-3.570382973942105
molybdenum incorporation in prussian blue -- stability -- at high ph,molybdenum incorporation in prussian blue,stability,at high ph,0.009152194485068321,0.1816275268793106,0.13869205117225647,4.290266273987961,0.01370127651806037,0.0,0,0.8613079488277435,3.695240444373417,0,0.566409948288592,0.8613079488277435,molybdenum,True,-1.1483562170138257,-1.2463634523798066,-3.5998476643087693
cesium incorporation in prussian blue -- stability -- at high ph,cesium incorporation in prussian blue,stability,at high ph,0.0026607252657413483,0.1816275268793106,0.08081656694412231,4.406510037478238,0.012197673556974495,0.0,0,0.9191834330558777,4.050391024044432,0,0.8593573762190515,0.9191834330558777,cesium,False,-0.7275078597298007,-2.0062618318090344,-3.6050510909541016
sodium incorporation in prussian blue -- stability -- at high ph,sodium incorporation in prussian blue,stability,at high ph,0.011371195316314697,0.1816275268793106,0.22840306162834167,4.253439370643134,0.014215258192745104,0.0,0,0.7715969383716583,3.2819407959377154,0,0.47360198776163387,0.7715969383716583,sodium,False,-1.4276939349111175,-0.9868668778807609,-3.8620861988817428
vanadium incorporation in prussian blue -- stability -- at high ph,vanadium incorporation in prussian blue,stability,at high ph,0.05004724860191345,0.1816275268793106,0.04612869396805763,3.764737403642581,0.023173696764740778,0.0,0,0.9538713060319424,3.5910749840798526,0,-0.7579822276732262,0.9538713060319424,vanadium,True,-1.051222406789559,-0.9301950116362908,-4.25571955870678
aluminum incorporation in prussian blue -- stability -- at high ph,aluminum incorporation in prussian blue,stability,at high ph,0.011846290901303291,0.1816275268793106,0.09366090595722198,4.245727836282612,0.014325303408127292,0.0,0,0.906339094042778,3.8480691206885864,0,0.4541680492131681,0.906339094042778,aluminum,False,-1.8856568660425868,-1.1613578339864798,-5.059182433851725
